+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Helen  | Dates  |       1 |   2019 |     7 |            67 |            67 |            67 |            67 |               1 |               1 |
| Helen  | Jelly  |      12 |   2017 |     5 |           427 |           427 |           427 |           427 |               1 |               1 |
| Chae   | Fish   |      11 |   2019 |    23 |           844 |           844 |           844 |           844 |               1 |               1 |
| Mia    | Jelly  |       9 |   2016 |    13 |           554 |           554 |           554 |           554 |               1 |               1 |
| Mia    | Eggs   |      12 |   2016 |     1 |           398 |           398 |           398 |           398 |               1 |               1 |
| Dan    | Grapes |       2 |   2016 |    22 |          1378 |           783 |          1378 |           783 |               2 |               2 |
| Claire | Ham    |       1 |   2019 |     3 |           635 |           635 |           635 |           635 |               1 |               1 |
| Sam    | Cherry |      10 |   2017 |    22 |           492 |           492 |           492 |           492 |               1 |               1 |
| Helen  | Fish   |       3 |   2017 |    25 |           123 |           123 |           123 |           123 |               1 |               1 |
| Boo    | Ham    |      10 |   2019 |     1 |           876 |           876 |           876 |           876 |               1 |               1 |
| Claire | Fish   |       8 |   2019 |    13 |           730 |           730 |           730 |           730 |               1 |               1 |
| Boo    | Ice    |       9 |   2016 |    29 |           245 |           245 |           245 |           245 |               1 |               1 |
| Boo    | Butter |       7 |   2018 |     6 |           291 |           291 |           291 |           291 |               1 |               1 |
| Chae   | Dates  |      11 |   2019 |    18 |           345 |           345 |           345 |           345 |               1 |               1 |
| Sam    | Apple  |       2 |   2016 |     8 |           173 |           173 |           173 |           173 |               1 |               1 |
| Sam    | Fish   |       4 |   2016 |    26 |           863 |           863 |           863 |           863 |               1 |               1 |
| Sam    | Ice    |       6 |   2017 |    25 |           341 |           341 |           341 |           341 |               1 |               1 |
| Dan    | Dates  |       9 |   2018 |    22 |           203 |           203 |           203 |           203 |               1 |               1 |
| Sam    | Dates  |       4 |   2019 |    10 |           262 |           262 |           262 |           262 |               1 |               1 |
| Chae   | Butter |       7 |   2018 |    15 |           317 |           317 |           317 |           317 |               1 |               1 |
| Chae   | Ham    |       3 |   2017 |    14 |           486 |           486 |           486 |           486 |               1 |               1 |
| Wally  | Dates  |       9 |   2016 |    15 |           643 |           643 |           643 |           643 |               1 |               1 |
| Chae   | Cherry |       6 |   2016 |    30 |           110 |           110 |           110 |           110 |               1 |               1 |
| Chae   | Ice    |      11 |   2020 |    11 |           816 |           816 |           816 |           816 |               1 |               1 |
| Helen  | Eggs   |       9 |   2019 |     6 |           862 |           862 |           862 |           862 |               1 |               1 |
| Dan    | Eggs   |       6 |   2020 |    26 |           709 |           709 |           709 |           709 |               1 |               1 |
| Dan    | Ham    |       9 |   2018 |    19 |           593 |           593 |           593 |           593 |               1 |               1 |
| Emily  | Jelly  |       2 |   2018 |    12 |           154 |           154 |           154 |           154 |               1 |               1 |
| Sam    | Butter |      12 |   2020 |    29 |           911 |           911 |           911 |           911 |               1 |               1 |
| Wally  | Ham    |      10 |   2016 |    20 |           783 |           783 |           783 |           783 |               1 |               1 |
| Sam    | Eggs   |       1 |   2016 |     7 |           792 |           792 |           792 |           792 |               1 |               1 |
| Boo    | Grapes |       8 |   2020 |     2 |            68 |            68 |            68 |            68 |               1 |               1 |
| Boo    | Apple  |      12 |   2017 |    24 |           413 |           413 |           413 |           413 |               1 |               1 |
| Sam    | Fish   |       9 |   2018 |    13 |           927 |           927 |           927 |           927 |               1 |               1 |
| Chae   | Fish   |       3 |   2016 |    29 |           145 |           145 |           145 |           145 |               1 |               1 |
| Dan    | Ice    |      10 |   2019 |    12 |           133 |           133 |           133 |           133 |               1 |               1 |
| Chae   | Apple  |       9 |   2017 |    18 |           382 |           382 |           382 |           382 |               1 |               1 |
| Wally  | Apple  |       3 |   2020 |    28 |           809 |           809 |           809 |           809 |               1 |               1 |
| Claire | Grapes |       5 |   2017 |     4 |           206 |           206 |           206 |           206 |               1 |               1 |
| Dan    | Dates  |       7 |   2017 |     7 |           572 |           572 |           572 |           572 |               1 |               1 |
| Boo    | Butter |       9 |   2019 |    21 |           148 |           148 |           148 |           148 |               1 |               1 |
| Claire | Apple  |       8 |   2018 |     9 |           414 |           414 |           414 |           414 |               1 |               1 |
| Dan    | Cherry |       3 |   2018 |    25 |           141 |           141 |           141 |           141 |               1 |               1 |
| Dan    | Butter |       4 |   2020 |    19 |           894 |           894 |           894 |           894 |               1 |               1 |
| Chae   | Apple  |      11 |   2017 |     3 |           413 |           413 |           413 |           413 |               1 |               1 |
| Chae   | Butter |      12 |   2018 |    18 |           789 |           789 |           789 |           789 |               1 |               1 |
| Helen  | Apple  |       8 |   2020 |    27 |           880 |           880 |           880 |           880 |               1 |               1 |
| Helen  | Apple  |       9 |   2018 |    14 |           519 |           478 |           519 |           478 |               2 |               2 |
| Mia    | Apple  |       1 |   2020 |     6 |           381 |           381 |           381 |           381 |               1 |               1 |
| Wally  | Fish   |       5 |   2020 |    10 |           188 |           188 |           188 |           188 |               1 |               1 |
| Emily  | Eggs   |       1 |   2020 |    12 |           187 |           187 |           187 |           187 |               1 |               1 |
| Helen  | Fish   |       8 |   2016 |     9 |           786 |           786 |           786 |           786 |               1 |               1 |
| Claire | Jelly  |       7 |   2019 |     7 |           320 |           320 |           320 |           320 |               1 |               1 |
| Claire | Jelly  |       3 |   2020 |    19 |           230 |           230 |           230 |           230 |               1 |               1 |
| Wally  | Cherry |       5 |   2016 |    19 |           831 |           831 |           831 |           831 |               1 |               1 |
| Claire | Jelly  |      11 |   2016 |     9 |           597 |           597 |           597 |           597 |               1 |               1 |
| Mia    | Apple  |       4 |   2016 |    14 |           295 |           295 |           295 |           295 |               1 |               1 |
| Emily  | Dates  |      10 |   2017 |    25 |           445 |           445 |           445 |           445 |               1 |               1 |
| Mia    | Cherry |       4 |   2016 |    21 |           558 |           558 |           558 |           558 |               1 |               1 |
| Wally  | Eggs   |       2 |   2017 |    28 |           140 |           140 |           140 |           140 |               1 |               1 |
| Helen  | Cherry |       7 |   2019 |    21 |            49 |            49 |            49 |            49 |               1 |               1 |
| Chae   | Fish   |       6 |   2016 |    23 |           491 |           491 |           491 |           491 |               1 |               1 |
| Mia    | Grapes |       9 |   2020 |    30 |           765 |           765 |           765 |           765 |               1 |               1 |
| Claire | Eggs   |       9 |   2016 |    25 |           454 |           454 |           454 |           454 |               1 |               1 |
| Emily  | Fish   |       8 |   2017 |    25 |           477 |           477 |           477 |           477 |               1 |               1 |
| Dan    | Jelly  |       8 |   2019 |    28 |           540 |           540 |           540 |           540 |               1 |               1 |
| Wally  | Dates  |       4 |   2018 |    20 |           812 |           812 |           812 |           812 |               1 |               1 |
| Boo    | Ham    |       6 |   2016 |    19 |           853 |           853 |           853 |           853 |               1 |               1 |
| Helen  | Ice    |       2 |   2016 |    23 |             5 |             5 |             5 |             5 |               1 |               1 |
| Mia    | Ice    |      12 |   2019 |    23 |           418 |           418 |           418 |           418 |               1 |               1 |
| Helen  | Dates  |       1 |   2017 |    18 |           447 |           447 |           447 |           447 |               1 |               1 |
| Helen  | Dates  |      11 |   2020 |    19 |           342 |           342 |           342 |           342 |               1 |               1 |
| Sam    | Cherry |       2 |   2018 |    11 |           941 |           941 |           941 |           941 |               1 |               1 |
| Wally  | Grapes |      10 |   2017 |     8 |           557 |           557 |           557 |           557 |               1 |               1 |
| Helen  | Dates  |       7 |   2017 |    31 |           503 |           503 |           503 |           503 |               1 |               1 |
| Wally  | Apple  |      10 |   2017 |    30 |           383 |           383 |           383 |           383 |               1 |               1 |
| Boo    | Cherry |      11 |   2019 |     2 |            93 |            93 |            93 |            93 |               1 |               1 |
| Sam    | Ham    |       5 |   2017 |    10 |           123 |           123 |           123 |           123 |               1 |               1 |
| Emily  | Ice    |       6 |   2018 |    19 |           143 |           143 |           143 |           143 |               1 |               1 |
| Boo    | Jelly  |      10 |   2018 |     2 |           592 |           592 |           592 |           592 |               1 |               1 |
| Dan    | Butter |       3 |   2017 |     8 |           785 |           785 |           785 |           785 |               1 |               1 |
| Chae   | Cherry |       1 |   2017 |    20 |           418 |           418 |           418 |           418 |               1 |               1 |
| Helen  | Butter |       8 |   2020 |     8 |           711 |           711 |           711 |           711 |               1 |               1 |
| Mia    | Ice    |       6 |   2016 |    16 |           692 |           692 |           692 |           692 |               1 |               1 |
| Helen  | Grapes |       7 |   2019 |    27 |            36 |            36 |            36 |            36 |               1 |               1 |
| Helen  | Eggs   |       9 |   2019 |     4 |           999 |           999 |           999 |           999 |               1 |               1 |
| Dan    | Eggs   |       4 |   2017 |     9 |           279 |           279 |           279 |           279 |               1 |               1 |
| Claire | Ham    |       4 |   2017 |    16 |           169 |           169 |           169 |           169 |               1 |               1 |
| Mia    | Cherry |       1 |   2016 |    29 |           813 |           813 |           813 |           813 |               1 |               1 |
| Dan    | Grapes |      11 |   2020 |    30 |           124 |           124 |           124 |           124 |               1 |               1 |
| Boo    | Jelly  |       6 |   2020 |    30 |           919 |           919 |           919 |           919 |               1 |               1 |
| Emily  | Ice    |       4 |   2018 |    26 |           391 |           391 |           391 |           391 |               1 |               1 |
| Boo    | Apple  |      10 |   2020 |     7 |           185 |           185 |           185 |           185 |               1 |               1 |
| Helen  | Ham    |       9 |   2016 |     9 |           887 |           887 |           887 |           887 |               1 |               1 |
| Boo    | Ham    |       7 |   2017 |    30 |            69 |            69 |            69 |            69 |               1 |               1 |
| Claire | Ice    |       5 |   2019 |    19 |           622 |           622 |           622 |           622 |               1 |               1 |
| Helen  | Butter |       6 |   2017 |     5 |           992 |           992 |           992 |           992 |               1 |               1 |
| Chae   | Ice    |       1 |   2018 |    13 |           679 |           679 |           679 |           679 |               1 |               1 |
| Claire | Butter |       1 |   2017 |    15 |           475 |           475 |           475 |           475 |               1 |               1 |
| Helen  | Cherry |      12 |   2017 |     7 |           571 |           571 |           571 |           571 |               1 |               1 |
| Claire | Ham    |      12 |   2019 |    14 |           427 |           427 |           427 |           427 |               1 |               1 |
| Wally  | Eggs   |       5 |   2016 |    14 |           746 |           746 |           746 |           746 |               1 |               1 |
| Helen  | Ice    |       5 |   2017 |     6 |          1918 |           979 |          1918 |           979 |               2 |               2 |
| Helen  | Grapes |       1 |   2020 |    27 |           524 |           524 |           524 |           524 |               1 |               1 |
| Dan    | Ham    |       8 |   2017 |    18 |           457 |           457 |           457 |           457 |               1 |               1 |
| Wally  | Dates  |      12 |   2020 |    21 |           116 |           116 |           116 |           116 |               1 |               1 |
| Claire | Butter |       8 |   2019 |    26 |           179 |           179 |           179 |           179 |               1 |               1 |
| Wally  | Ice    |      11 |   2016 |    12 |           161 |           161 |           161 |           161 |               1 |               1 |
| Claire | Ice    |       6 |   2019 |    17 |           674 |           674 |           674 |           674 |               1 |               1 |
| Helen  | Cherry |       3 |   2020 |    26 |           954 |           954 |           954 |           954 |               1 |               1 |
| Emily  | Apple  |       3 |   2019 |     6 |           393 |           393 |           393 |           393 |               1 |               1 |
| Chae   | Dates  |      11 |   2019 |    16 |           514 |           514 |           514 |           514 |               1 |               1 |
| Helen  | Grapes |      11 |   2016 |     4 |           849 |           849 |           849 |           849 |               1 |               1 |
| Emily  | Dates  |       1 |   2018 |    20 |           526 |           526 |           526 |           526 |               1 |               1 |
| Wally  | Jelly  |      11 |   2017 |    20 |           371 |           371 |           371 |           371 |               1 |               1 |
| Chae   | Ham    |      11 |   2016 |    30 |           187 |           187 |           187 |           187 |               1 |               1 |
| Wally  | Apple  |       8 |   2019 |    13 |           639 |           639 |           639 |           639 |               1 |               1 |
| Claire | Apple  |       6 |   2019 |    19 |           845 |           845 |           845 |           845 |               1 |               1 |
| Sam    | Ham    |       9 |   2019 |    21 |           710 |           710 |           710 |           710 |               1 |               1 |
| Emily  | Eggs   |       9 |   2020 |    22 |            15 |            15 |            15 |            15 |               1 |               1 |
| Chae   | Ice    |      11 |   2017 |    27 |           541 |           541 |           541 |           541 |               1 |               1 |
| Mia    | Butter |       5 |   2019 |     5 |           542 |           542 |           542 |           542 |               1 |               1 |
| Dan    | Ham    |       8 |   2017 |    24 |           194 |           194 |           194 |           194 |               1 |               1 |
| Claire | Eggs   |       1 |   2020 |     8 |           595 |           595 |           595 |           595 |               1 |               1 |
| Helen  | Ice    |      12 |   2017 |    14 |            60 |            60 |            60 |            60 |               1 |               1 |
| Boo    | Apple  |       3 |   2020 |    23 |           557 |           557 |           557 |           557 |               1 |               1 |
| Claire | Jelly  |       7 |   2016 |    14 |            42 |            42 |            42 |            42 |               1 |               1 |
| Wally  | Eggs   |      11 |   2017 |    23 |           843 |           843 |           843 |           843 |               1 |               1 |
| Emily  | Jelly  |       6 |   2019 |    28 |            50 |            50 |            50 |            50 |               1 |               1 |
| Wally  | Cherry |      10 |   2018 |    21 |            46 |            46 |            46 |            46 |               1 |               1 |
| Dan    | Ice    |       9 |   2018 |    21 |           757 |           757 |           757 |           757 |               1 |               1 |
| Sam    | Eggs   |      12 |   2020 |    10 |           447 |           447 |           447 |           447 |               1 |               1 |
| Claire | Eggs   |       9 |   2020 |    14 |            17 |            17 |            17 |            17 |               1 |               1 |
| Emily  | Fish   |       9 |   2020 |     6 |           193 |           193 |           193 |           193 |               1 |               1 |
| Helen  | Ice    |       5 |   2020 |     4 |           680 |           680 |           680 |           680 |               1 |               1 |
| Emily  | Ice    |       1 |   2020 |    13 |           468 |           468 |           468 |           468 |               1 |               1 |
| Dan    | Fish   |       4 |   2019 |    20 |           426 |           426 |           426 |           426 |               1 |               1 |
| Boo    | Apple  |       6 |   2016 |    29 |           524 |           524 |           524 |           524 |               1 |               1 |
| Boo    | Apple  |       6 |   2016 |    26 |           130 |           130 |           130 |           130 |               1 |               1 |
| Claire | Jelly  |       4 |   2016 |    18 |           797 |           797 |           797 |           797 |               1 |               1 |
| Dan    | Eggs   |       8 |   2020 |    30 |           619 |           619 |           619 |           619 |               1 |               1 |
| Boo    | Jelly  |      11 |   2018 |     8 |           788 |           788 |           788 |           788 |               1 |               1 |
| Chae   | Dates  |       4 |   2016 |    22 |           586 |           586 |           586 |           586 |               1 |               1 |
| Boo    | Ice    |       3 |   2020 |     9 |           702 |           702 |           702 |           702 |               1 |               1 |
| Boo    | Butter |       4 |   2017 |    13 |           672 |           672 |           672 |           672 |               1 |               1 |
| Chae   | Cherry |       3 |   2018 |    19 |           966 |           583 |           966 |           583 |               2 |               2 |
| Mia    | Cherry |      12 |   2018 |    12 |           895 |           895 |           895 |           895 |               1 |               1 |
| Mia    | Jelly  |      10 |   2017 |    28 |            92 |            92 |            92 |            92 |               1 |               1 |
| Chae   | Ham    |       9 |   2019 |     7 |           673 |           673 |           673 |           673 |               1 |               1 |
| Emily  | Ice    |       6 |   2016 |    30 |           555 |           555 |           555 |           555 |               1 |               1 |
| Boo    | Cherry |       7 |   2019 |    26 |            72 |            72 |            72 |            72 |               1 |               1 |
| Claire | Cherry |       5 |   2017 |     3 |           407 |           407 |           407 |           407 |               1 |               1 |
| Boo    | Apple  |       6 |   2018 |     1 |            99 |            99 |            99 |            99 |               1 |               1 |
| Claire | Ham    |       9 |   2018 |     6 |           512 |           512 |           512 |           512 |               1 |               1 |
| Mia    | Fish   |       8 |   2018 |    16 |           534 |           534 |           534 |           534 |               1 |               1 |
| Mia    | Grapes |      12 |   2016 |    29 |           641 |           641 |           641 |           641 |               1 |               1 |
| Claire | Ham    |       9 |   2016 |    16 |           104 |           104 |           104 |           104 |               1 |               1 |
| Claire | Cherry |       9 |   2017 |    16 |           574 |           574 |           574 |           574 |               1 |               1 |
| Emily  | Ice    |       4 |   2016 |    29 |           422 |           422 |           422 |           422 |               1 |               1 |
| Emily  | Grapes |       8 |   2018 |    30 |           742 |           742 |           742 |           742 |               1 |               1 |
| Mia    | Butter |       8 |   2017 |    10 |            55 |            55 |            55 |            55 |               1 |               1 |
| Chae   | Eggs   |      11 |   2016 |    29 |           923 |           923 |           923 |           923 |               1 |               1 |
| Mia    | Fish   |       2 |   2017 |     2 |           832 |           832 |           832 |           832 |               1 |               1 |
| Emily  | Jelly  |       1 |   2019 |     2 |           251 |           251 |           251 |           251 |               1 |               1 |
| Dan    | Cherry |       3 |   2019 |    10 |           345 |           345 |           345 |           345 |               1 |               1 |
| Claire | Jelly  |       6 |   2016 |    18 |           862 |           862 |           862 |           862 |               1 |               1 |
| Sam    | Eggs   |      12 |   2016 |    30 |           801 |           801 |           801 |           801 |               1 |               1 |
| Wally  | Apple  |       5 |   2017 |    17 |           442 |           442 |           442 |           442 |               1 |               1 |
| Chae   | Ham    |       9 |   2020 |     2 |           804 |           804 |           804 |           804 |               1 |               1 |
| Mia    | Apple  |      12 |   2018 |     1 |            26 |            26 |            26 |            26 |               1 |               1 |
| Sam    | Ham    |       9 |   2017 |    23 |           218 |           218 |           218 |           218 |               1 |               1 |
| Claire | Grapes |       6 |   2017 |    10 |            44 |            44 |            44 |            44 |               1 |               1 |
| Helen  | Dates  |       6 |   2018 |    26 |           771 |           771 |           771 |           771 |               1 |               1 |
| Chae   | Grapes |       9 |   2017 |     3 |           239 |           239 |           239 |           239 |               1 |               1 |
| Wally  | Grapes |       6 |   2018 |    22 |           359 |           359 |           359 |           359 |               1 |               1 |
| Boo    | Ice    |       5 |   2017 |    20 |           792 |           792 |           792 |           792 |               1 |               1 |
| Sam    | Cherry |       6 |   2020 |     1 |           315 |           315 |           315 |           315 |               1 |               1 |
| Helen  | Cherry |      12 |   2020 |    16 |            44 |            44 |            44 |            44 |               1 |               1 |
| Emily  | Dates  |       5 |   2019 |     9 |            39 |            39 |            39 |            39 |               1 |               1 |
| Boo    | Dates  |       3 |   2019 |    20 |           138 |           138 |           138 |           138 |               1 |               1 |
| Sam    | Butter |       2 |   2017 |    12 |           220 |           220 |           220 |           220 |               1 |               1 |
| Mia    | Jelly  |       6 |   2017 |    13 |           948 |           948 |           948 |           948 |               1 |               1 |
| Helen  | Jelly  |       4 |   2017 |     7 |           486 |           486 |           486 |           486 |               1 |               1 |
| Chae   | Fish   |       4 |   2018 |    11 |           519 |           519 |           519 |           519 |               1 |               1 |
| Dan    | Ice    |       9 |   2016 |    21 |           215 |           215 |           215 |           215 |               1 |               1 |
| Claire | Grapes |       2 |   2019 |     8 |           296 |           296 |           296 |           296 |               1 |               1 |
| Mia    | Apple  |       4 |   2016 |    10 |           572 |           572 |           572 |           572 |               1 |               1 |
| Emily  | Apple  |       6 |   2018 |     7 |           734 |           734 |           734 |           734 |               1 |               1 |
| Chae   | Fish   |       1 |   2017 |    20 |            82 |            82 |            82 |            82 |               1 |               1 |
| Wally  | Grapes |       9 |   2017 |     1 |           565 |           565 |           565 |           565 |               1 |               1 |
| Boo    | Cherry |       6 |   2016 |    12 |           942 |           942 |           942 |           942 |               1 |               1 |
| Emily  | Ham    |      10 |   2020 |    16 |           256 |           256 |           256 |           256 |               1 |               1 |
| Mia    | Eggs   |       4 |   2016 |     4 |           177 |           177 |           177 |           177 |               1 |               1 |
| Wally  | Apple  |      12 |   2017 |    12 |           912 |           912 |           912 |           912 |               1 |               1 |
| Sam    | Fish   |       1 |   2018 |    14 |           356 |           356 |           356 |           356 |               1 |               1 |
| Chae   | Eggs   |       3 |   2018 |    20 |           432 |           432 |           432 |           432 |               1 |               1 |
| Mia    | Jelly  |      10 |   2016 |    22 |            26 |            26 |            26 |            26 |               1 |               1 |
| Chae   | Dates  |       6 |   2018 |     7 |           675 |           675 |           675 |           675 |               1 |               1 |
| Mia    | Cherry |      12 |   2019 |    22 |           992 |           992 |           992 |           992 |               1 |               1 |
| Wally  | Eggs   |       2 |   2017 |    12 |           476 |           411 |           476 |           411 |               2 |               2 |
| Claire | Jelly  |       5 |   2018 |    30 |           409 |           409 |           409 |           409 |               1 |               1 |
| Mia    | Cherry |       9 |   2020 |    10 |           742 |           742 |           742 |           742 |               1 |               1 |
| Helen  | Cherry |       1 |   2018 |     3 |           213 |           213 |           213 |           213 |               1 |               1 |
| Helen  | Ice    |      10 |   2017 |     5 |           838 |           838 |           838 |           838 |               1 |               1 |
| Claire | Cherry |       4 |   2016 |    29 |           469 |           469 |           469 |           469 |               1 |               1 |
| Wally  | Dates  |       3 |   2016 |    18 |           143 |           143 |           143 |           143 |               1 |               1 |
| Dan    | Fish   |      12 |   2016 |    12 |           205 |           205 |           205 |           205 |               1 |               1 |
| Mia    | Butter |      12 |   2018 |    29 |           390 |           390 |           390 |           390 |               1 |               1 |
| Dan    | Butter |       5 |   2016 |     8 |           603 |           603 |           603 |           603 |               1 |               1 |
| Helen  | Cherry |       9 |   2018 |    30 |           533 |           533 |           533 |           533 |               1 |               1 |
| Emily  | Eggs   |      11 |   2018 |     2 |           579 |           579 |           579 |           579 |               1 |               1 |
| Helen  | Cherry |       9 |   2016 |    30 |           444 |           444 |           444 |           444 |               1 |               1 |
| Boo    | Butter |       2 |   2017 |     2 |           748 |           748 |           748 |           748 |               1 |               1 |
| Sam    | Grapes |       9 |   2018 |    18 |           114 |           114 |           114 |           114 |               1 |               1 |
| Wally  | Dates  |       6 |   2017 |     7 |           314 |           314 |           314 |           314 |               1 |               1 |
| Chae   | Cherry |       7 |   2017 |     6 |           933 |           933 |           933 |           933 |               1 |               1 |
| Dan    | Butter |       4 |   2020 |     4 |           727 |           727 |           727 |           727 |               1 |               1 |
| Dan    | Dates  |       4 |   2018 |    25 |           146 |           146 |           146 |           146 |               1 |               1 |
| Chae   | Apple  |       1 |   2019 |     1 |           241 |           241 |           241 |           241 |               1 |               1 |
| Claire | Cherry |      11 |   2018 |    21 |           520 |           520 |           520 |           520 |               1 |               1 |
| Dan    | Grapes |       5 |   2017 |    21 |           401 |           401 |           401 |           401 |               1 |               1 |
| Boo    | Fish   |       1 |   2019 |    24 |           832 |           832 |           832 |           832 |               1 |               1 |
| Wally  | Fish   |       3 |   2019 |     7 |           330 |           330 |           330 |           330 |               1 |               1 |
| Boo    | Apple  |       9 |   2019 |    15 |            35 |            35 |            35 |            35 |               1 |               1 |
| Sam    | Dates  |       7 |   2017 |    22 |           977 |           977 |           977 |           977 |               1 |               1 |
| Boo    | Grapes |      12 |   2018 |     3 |           600 |           600 |           600 |           600 |               1 |               1 |
| Helen  | Dates  |      10 |   2016 |    26 |           949 |           949 |           949 |           949 |               1 |               1 |
| Mia    | Jelly  |       9 |   2018 |     3 |           978 |           978 |           978 |           978 |               1 |               1 |
| Boo    | Fish   |       7 |   2019 |    20 |           249 |           249 |           249 |           249 |               1 |               1 |
| Claire | Jelly  |       2 |   2016 |     5 |           151 |           151 |           151 |           151 |               1 |               1 |
| Mia    | Ham    |       5 |   2019 |    23 |           176 |           176 |           176 |           176 |               1 |               1 |
| Dan    | Dates  |       3 |   2020 |    26 |            28 |            28 |            28 |            28 |               1 |               1 |
| Boo    | Apple  |      10 |   2019 |    10 |            88 |            88 |            88 |            88 |               1 |               1 |
| Boo    | Eggs   |       2 |   2016 |    13 |           958 |           958 |           958 |           958 |               1 |               1 |
| Wally  | Butter |       2 |   2017 |     9 |            98 |            98 |            98 |            98 |               1 |               1 |
| Wally  | Fish   |       7 |   2020 |     8 |           840 |           840 |           840 |           840 |               1 |               1 |
| Emily  | Ham    |       6 |   2016 |    15 |           700 |           700 |           700 |           700 |               1 |               1 |
| Claire | Fish   |       3 |   2018 |    10 |           160 |           160 |           160 |           160 |               1 |               1 |
| Boo    | Eggs   |       3 |   2016 |    30 |           767 |           767 |           767 |           767 |               1 |               1 |
| Emily  | Dates  |       1 |   2016 |     4 |           885 |           885 |           885 |           885 |               1 |               1 |
| Boo    | Dates  |       5 |   2017 |    18 |           966 |           966 |           966 |           966 |               1 |               1 |
| Claire | Grapes |       4 |   2020 |    20 |           976 |           976 |           976 |           976 |               1 |               1 |
| Dan    | Grapes |       2 |   2020 |    22 |           452 |           452 |           452 |           452 |               1 |               1 |
| Dan    | Dates  |       1 |   2016 |    14 |           544 |           544 |           544 |           544 |               1 |               1 |
| Chae   | Ham    |       7 |   2016 |    30 |            76 |            76 |            76 |            76 |               1 |               1 |
| Sam    | Grapes |       4 |   2020 |    25 |           170 |           170 |           170 |           170 |               1 |               1 |
| Mia    | Jelly  |       7 |   2019 |     4 |           938 |           938 |           938 |           938 |               1 |               1 |
| Boo    | Jelly  |       3 |   2019 |    28 |           495 |           495 |           495 |           495 |               1 |               1 |
| Helen  | Fish   |       4 |   2018 |    18 |           429 |           429 |           429 |           429 |               1 |               1 |
| Wally  | Cherry |      10 |   2017 |     3 |           777 |           777 |           777 |           777 |               1 |               1 |
| Sam    | Eggs   |       3 |   2017 |    12 |           671 |           671 |           671 |           671 |               1 |               1 |
| Helen  | Fish   |       3 |   2016 |    11 |           423 |           423 |           423 |           423 |               1 |               1 |
| Dan    | Fish   |      12 |   2019 |     1 |           463 |           463 |           463 |           463 |               1 |               1 |
| Sam    | Ice    |       7 |   2017 |    23 |           683 |           683 |           683 |           683 |               1 |               1 |
| Chae   | Apple  |       7 |   2020 |    21 |           716 |           716 |           716 |           716 |               1 |               1 |
| Mia    | Fish   |      10 |   2016 |    31 |           242 |           242 |           242 |           242 |               1 |               1 |
| Mia    | Apple  |       5 |   2018 |    10 |           624 |           624 |           624 |           624 |               1 |               1 |
| Sam    | Apple  |      12 |   2020 |     6 |           141 |           141 |           141 |           141 |               1 |               1 |
| Mia    | Ham    |       7 |   2019 |     6 |           545 |           545 |           545 |           545 |               1 |               1 |
| Boo    | Ham    |       9 |   2019 |    17 |           417 |           417 |           417 |           417 |               1 |               1 |
| Wally  | Ice    |       2 |   2020 |    28 |           620 |           620 |           620 |           620 |               1 |               1 |
| Sam    | Eggs   |       1 |   2016 |    30 |           371 |           371 |           371 |           371 |               1 |               1 |
| Boo    | Grapes |       4 |   2019 |    25 |           117 |           117 |           117 |           117 |               1 |               1 |
| Mia    | Eggs   |       6 |   2018 |    29 |           149 |           149 |           149 |           149 |               1 |               1 |
| Boo    | Eggs   |       3 |   2020 |     7 |           198 |           198 |           198 |           198 |               1 |               1 |
| Boo    | Jelly  |       4 |   2020 |    28 |            49 |            49 |            49 |            49 |               1 |               1 |
| Claire | Eggs   |       2 |   2020 |    22 |           593 |           593 |           593 |           593 |               1 |               1 |
| Claire | Dates  |       9 |   2020 |     5 |           940 |           940 |           940 |           940 |               1 |               1 |
| Mia    | Cherry |       2 |   2020 |    27 |           703 |           703 |           703 |           703 |               1 |               1 |
| Boo    | Grapes |       1 |   2019 |     1 |           608 |           608 |           608 |           608 |               1 |               1 |
| Emily  | Fish   |       2 |   2016 |     2 |           328 |           328 |           328 |           328 |               1 |               1 |
| Emily  | Eggs   |      11 |   2019 |     4 |           367 |           367 |           367 |           367 |               1 |               1 |
| Sam    | Grapes |       5 |   2019 |    21 |           257 |           257 |           257 |           257 |               1 |               1 |
| Sam    | Ice    |       8 |   2016 |    31 |           700 |           700 |           700 |           700 |               1 |               1 |
| Wally  | Eggs   |       4 |   2018 |    28 |           916 |           916 |           916 |           916 |               1 |               1 |
| Wally  | Grapes |       1 |   2019 |    21 |           351 |           351 |           351 |           351 |               1 |               1 |
| Dan    | Ham    |       7 |   2020 |    29 |           843 |           843 |           843 |           843 |               1 |               1 |
| Dan    | Butter |       4 |   2016 |    11 |           854 |           854 |           854 |           854 |               1 |               1 |
| Wally  | Grapes |      10 |   2018 |    18 |           382 |           382 |           382 |           382 |               1 |               1 |
| Chae   | Ice    |       8 |   2020 |    10 |           691 |           691 |           691 |           691 |               1 |               1 |
| Helen  | Dates  |      12 |   2016 |     4 |           387 |           387 |           387 |           387 |               1 |               1 |
| Dan    | Grapes |      10 |   2016 |    25 |           631 |           631 |           631 |           631 |               1 |               1 |
| Mia    | Cherry |       9 |   2016 |     6 |           905 |           905 |           905 |           905 |               1 |               1 |
